Wall time,Step,Value
1713703239.6296563,2560,-8.266547203063965
1713703257.0805035,5120,-4.372912406921387
1713703274.3224983,7680,-3.7410950660705566
1713703294.122851,10240,-1.9519011974334717
1713703311.6403558,12800,-1.432762622833252
1713703328.9185145,15360,-1.7182180881500244
1713703347.320313,17920,-2.445117712020874
1713703365.7042267,20480,-1.9987728595733643
1713703382.3794656,23040,-2.227696180343628
1713703399.59236,25600,-2.1766388416290283
1713703416.1521487,28160,-2.239762544631958
1713703434.315877,30720,-2.2831759452819824
1713703451.6427968,33280,-2.3911094665527344
1713703469.06053,35840,-2.140713930130005
1713703486.3855133,38400,-2.0494256019592285
1713703503.484538,40960,-1.9003758430480957
1713703518.7775989,43520,-1.9489740133285522
1713703534.2467985,46080,-1.933298945426941
1713703549.8829832,48640,-1.894695520401001
1713703566.0866015,51200,-1.9401445388793945
1713703581.3668458,53760,-1.9884085655212402
1713703596.723094,56320,-2.0393617153167725
1713703612.4989543,58880,-2.1646933555603027
1713703628.7138188,61440,-2.194730043411255
1713703643.998881,64000,-2.24777889251709
1713703659.3118498,66560,-2.2793641090393066
1713703674.6474805,69120,-2.3085782527923584
1713703690.6859977,71680,-2.3558926582336426
1713703705.9002833,74240,-2.3545660972595215
1713703721.9998717,76800,-2.3706679344177246
1713703737.313243,79360,-2.3674769401550293
1713703753.2998185,81920,-2.337461471557617
1713703768.4893508,84480,-2.3938188552856445
1713703783.8459315,87040,-2.39273738861084
1713703799.3020496,89600,-2.46266508102417
1713703815.4360368,92160,-2.427292585372925
1713703830.7356164,94720,-2.4678914546966553
1713703845.8976972,97280,-2.4793930053710938
1713703861.2720425,99840,-2.490839719772339
1713703877.4994395,102400,-2.5852344036102295
1713703892.8722405,104960,-2.6117591857910156
1713703908.053393,107520,-2.616647243499756
1713703923.373973,110080,-2.6095659732818604
1713703939.3416104,112640,-2.60963773727417
1713703954.5261257,115200,-2.575678825378418
1713703969.739435,117760,-2.5502121448516846
1713703985.198342,120320,-2.5296308994293213
1713704001.1778803,122880,-2.520347833633423
1713704016.4956686,125440,-2.5268170833587646
1713704031.595944,128000,-2.5326180458068848
1713704046.9021199,130560,-2.4296889305114746
1713704062.8696365,133120,-2.4694533348083496
1713704078.094849,135680,-2.4568870067596436
1713704093.3070478,138240,-2.458829879760742
1713704108.6194487,140800,-2.3629207611083984
1713704124.5814018,143360,-2.1675403118133545
1713704139.8278408,145920,-2.197251081466675
1713704155.093685,148480,-2.17598032951355
1713704170.411201,151040,-2.2237942218780518
1713704186.5955386,153600,-2.0588958263397217
1713704201.866538,156160,-1.9545563459396362
1713704217.0322454,158720,-1.9258698225021362
1713704232.519991,161280,-1.884648323059082
1713704248.3984625,163840,-1.6529545783996582
1713704263.7333276,166400,-1.5460810661315918
1713704279.045765,168960,-1.4456263780593872
1713704294.3114083,171520,-1.4210501909255981
1713704310.2356548,174080,-1.277084231376648
1713704325.3295188,176640,-1.2444807291030884
1713704340.5014277,179200,-1.2511845827102661
1713704355.6180155,181760,-1.1897352933883667
1713704371.5372894,184320,-1.103376030921936
1713704386.9047484,186880,-1.0021380186080933
1713704402.1639235,189440,-0.9861428141593933
1713704418.0295603,192000,-0.8059886693954468
1713704433.1681366,194560,-0.8733754754066467
1713704448.4008842,197120,-0.8518393635749817
1713704464.3651862,199680,-0.7685671448707581
1713704479.8975756,202240,-0.7653226256370544
1713704495.242349,204800,-0.7452185750007629
1713704510.5269747,207360,-0.6091911792755127
1713704526.6434438,209920,-0.5281511545181274
1713704541.9014199,212480,-0.48097291588783264
1713704557.0575893,215040,-0.4797590970993042
1713704572.2703664,217600,-0.4574849605560303
1713704588.085978,220160,-0.3477303385734558
1713704603.329042,222720,-0.32750236988067627
1713704618.6074333,225280,-0.38996201753616333
1713704633.690258,227840,-0.34696659445762634
1713704649.6603193,230400,-0.1914370208978653
1713704665.476951,232960,0.004459400195628405
1713704680.880822,235520,0.018679169937968254
1713704696.339724,238080,0.009828399866819382
1713704711.87283,240640,0.02562813088297844
1713704727.8446949,243200,-0.09492815285921097
1713704743.2001488,245760,-0.060685548931360245
1713704758.3433316,248320,0.02462502010166645
1713704774.4117079,250880,0.1924925446510315
1713704790.5245748,253440,0.34838467836380005
1713704805.9415712,256000,0.4033604562282562
1713704821.1959803,258560,0.47178515791893005
1713704836.566461,261120,0.5351775288581848
1713704852.6416988,263680,0.6781840324401855
