Wall time,Step,Value
1713748245.102008,2560,2046.0
1713748262.6294272,5120,2046.0
1713748280.3681283,7680,2046.0
1713748298.3342867,10240,2046.0
1713748315.672953,12800,2046.0
1713748333.7564888,15360,2046.0
1713748351.2543006,17920,2046.0
1713748369.5675385,20480,2046.0
1713748386.6702323,23040,2046.0
1713748403.7578704,25600,2046.0
1713748420.9788048,28160,2046.0
1713748438.4904156,30720,2046.0
1713748456.1446664,33280,2046.0
1713748473.7621553,35840,2046.0
1713748490.614913,38400,2046.0
1713748506.8430614,40960,2046.0
1713748522.0991485,43520,2046.0
1713748537.570916,46080,2046.0
1713748552.9474993,48640,2046.0
1713748569.2236526,51200,2046.0
1713748585.0520384,53760,2046.0
1713748600.4796596,56320,2046.0
1713748615.9140496,58880,2046.0
1713748632.0531337,61440,2046.0
1713748647.558984,64000,2046.0
1713748663.0511334,66560,2046.0
1713748678.3640332,69120,2046.0
1713748694.386076,71680,2010.5142822265625
1713748709.7281485,74240,2011.5
1713748725.7149131,76800,2013.3157958984375
1713748741.5627408,79360,1982.550048828125
1713748756.823779,81920,1984.0975341796875
1713748772.0328283,84480,1985.5714111328125
1713748787.3356538,87040,1986.9766845703125
1713748803.522591,89600,1989.5999755859375
1713748818.6424398,92160,1990.8260498046875
1713748833.8764474,94720,1992.0
1713748849.1395612,97280,1993.125
1713748865.147148,99840,1995.239990234375
1713748880.6505826,102400,1996.2353515625
1713748895.9609826,104960,1997.1922607421875
1713748911.2196326,107520,1998.1131591796875
1713748927.2874162,110080,1999.8544921875
1713748942.4861202,112640,2000.6785888671875
1713748957.7148583,115200,2001.4736328125
1713748972.9587634,117760,1996.2930908203125
1713748988.8638997,120320,1997.949951171875
1713749004.8365872,122880,1980.6612548828125
1713749020.009106,125440,1981.6983642578125
1713749035.431956,128000,1982.703125
1713749050.4128625,130560,1983.6768798828125
1713749066.4370577,133120,1985.537353515625
1713749081.7328029,135680,1986.426513671875
1713749097.1097333,138240,1987.289794921875
1713749112.6496859,140800,1988.1285400390625
1713749128.7289348,143360,1989.736083984375
1713749144.1020515,145920,1990.5068359375
1713749159.3633113,148480,1991.2567138671875
1713749174.6637545,151040,1991.9866943359375
1713749190.6878543,153600,1993.3896484375
1713749205.9280958,156160,1989.576904296875
1713749221.2074049,158720,1990.2911376953125
1713749236.5305822,161280,1990.987548828125
1713749252.6434798,163840,1992.3292236328125
1713749267.9234018,166400,1984.48193359375
1713749284.5903904,168960,1949.2325439453125
1713749300.50549,171520,1947.1817626953125
1713749315.6636295,174080,1948.2921142578125
1713749330.9314282,176640,1949.3778076171875
1713749346.0339239,179200,1950.4395751953125
1713749361.978461,181760,1952.49462890625
1713749377.221413,184320,1953.4893798828125
1713749392.476094,186880,1954.463134765625
1713749407.8034852,189440,1955.4166259765625
1713749423.918755,192000,1957.2652587890625
1713749439.901365,194560,1945.18994140625
1713749455.7914248,197120,1929.760009765625
1713749471.613582,199680,1897.9599609375
1713749487.6885898,202240,1897.9599609375
1713749503.681574,204800,1882.72998046875
1713749519.0156248,207360,1882.72998046875
1713749534.1574209,209920,1882.72998046875
1713749550.155523,212480,1870.9200439453125
1713749565.295073,215040,1870.9200439453125
1713749581.207011,217600,1862.5999755859375
1713749596.413022,220160,1862.5999755859375
1713749611.7536774,222720,1862.5999755859375
1713749627.548556,225280,1862.5999755859375
1713749642.860822,227840,1862.5999755859375
1713749658.103426,230400,1862.5999755859375
1713749673.4595008,232960,1862.5999755859375
1713749689.570224,235520,1849.6800537109375
1713749704.895353,238080,1849.6800537109375
1713749721.027787,240640,1849.6800537109375
1713749736.2639143,243200,1839.3499755859375
1713749752.3682806,245760,1839.3499755859375
1713749767.565942,248320,1835.0400390625
1713749782.696614,250880,1835.0400390625
1713749798.7717805,253440,1835.0400390625
1713749815.0389333,256000,1832.93994140625
1713749831.159469,258560,1818.8699951171875
1713749846.5238788,261120,1831.8299560546875
1713749861.7207756,263680,1831.8299560546875
1713749877.0453742,266240,1831.8299560546875
1713749893.1699328,268800,1831.8299560546875
1713749908.5395942,271360,1821.1400146484375
1713749924.743068,273920,1821.1400146484375
1713749940.1372108,276480,1821.1400146484375
1713749955.2995975,279040,1821.1400146484375
1713749970.6346157,281600,1821.1400146484375
1713749986.7129874,284160,1818.5799560546875
1713750002.2379222,286720,1818.5799560546875
1713750017.3378837,289280,1818.5799560546875
1713750032.5886068,291840,1818.5799560546875
1713750048.6568274,294400,1818.5799560546875
1713750063.926471,296960,1818.5799560546875
1713750079.1798854,299520,1822.030029296875
1713750095.3487785,302080,1822.030029296875
1713750111.4462855,304640,1817.5
1713750126.9309504,307200,1817.5
1713750142.2160497,309760,1817.5
1713750157.4782012,312320,1817.5
1713750174.2892797,314880,1795.489990234375
1713750190.1915321,317440,1782.2099609375
1713750205.5031328,320000,1782.2099609375
1713750221.5741532,322560,1758.030029296875
1713750236.8729558,325120,1758.030029296875
1713750252.948156,327680,1758.030029296875
1713750268.044111,330240,1758.030029296875
1713750284.1105418,332800,1747.739990234375
1713750300.435614,335360,1733.1400146484375
1713750315.8667576,337920,1733.1400146484375
1713750332.0415015,340480,1723.010009765625
1713750347.206839,343040,1738.97998046875
1713750364.1765826,345600,1741.81005859375
1713750379.3710365,348160,1741.81005859375
1713750394.8523421,350720,1741.81005859375
1713750411.453638,353280,1712.300048828125
1713750428.362702,355840,1679.5999755859375
1713750444.3111365,358400,1661.9300537109375
1713750459.7549467,360960,1675.780029296875
1713750475.0655847,363520,1673.6300048828125
1713750491.070868,366080,1688.68994140625
1713750506.252401,368640,1704.77001953125
1713750521.511259,371200,1720.489990234375
1713750536.8001242,373760,1720.489990234375
1713750552.9658911,376320,1735.719970703125
1713750568.998584,378880,1718.4100341796875
1713750586.5931017,381440,1673.260009765625
1713750602.808484,384000,1666.050048828125
1713750619.4965167,386560,1633.8499755859375
1713750635.553597,389120,1615.0999755859375
