Wall time,Step,Value
1713748245.102112,2560,-2.841784954071045
1713748262.6295092,5120,-5.5193867683410645
1713748280.3682115,7680,-4.250816822052002
1713748298.3344316,10240,-3.0684030055999756
1713748315.673032,12800,-2.953014373779297
1713748333.7566044,15360,-3.569817066192627
1713748351.2543902,17920,-3.0844902992248535
1713748369.5676208,20480,-3.4282729625701904
1713748386.670314,23040,-3.791536808013916
1713748403.7579782,25600,-3.7879652976989746
1713748420.9789145,28160,-3.921987295150757
1713748438.4905028,30720,-3.642927885055542
1713748456.1448245,33280,-3.3902881145477295
1713748473.762264,35840,-3.7299532890319824
1713748490.6149886,38400,-3.7407681941986084
1713748506.8431714,40960,-3.4568071365356445
1713748522.0992339,43520,-3.4600391387939453
1713748537.57102,46080,-3.714773416519165
1713748552.9476128,48640,-3.8561878204345703
1713748569.223731,51200,-3.6685311794281006
1713748585.0521142,53760,-3.829782485961914
1713748600.4797654,56320,-3.7940514087677
1713748615.9141297,58880,-3.506995439529419
1713748632.0532525,61440,-3.286893367767334
1713748647.5590568,64000,-3.270869731903076
1713748663.0512087,66560,-3.3954482078552246
1713748678.3641372,69120,-3.5210955142974854
1713748694.3861601,71680,-3.27378249168396
1713748709.7282524,74240,-3.00231671333313
1713748725.7149897,76800,-2.858961343765259
1713748741.5628364,79360,-2.478938341140747
1713748756.8239088,81920,-2.374385356903076
1713748772.0329022,84480,-2.1436660289764404
1713748787.3357666,87040,-2.0646986961364746
1713748803.5226634,89600,-1.7352362871170044
1713748818.6425128,92160,-1.542860507965088
1713748833.8765247,94720,-1.6900407075881958
1713748849.1396544,97280,-1.5764036178588867
1713748865.147224,99840,-1.4447264671325684
1713748880.6506782,102400,-1.2939105033874512
1713748895.9610739,104960,-1.153207540512085
1713748911.2197082,107520,-1.131247878074646
1713748927.2875025,110080,-1.2041962146759033
1713748942.4862015,112640,-1.0922023057937622
1713748957.7149415,115200,-1.0035699605941772
1713748972.9588625,117760,-0.8352372050285339
1713748988.863983,120320,-0.7077230215072632
1713749004.8366594,122880,-0.516990065574646
1713749020.0092363,125440,-0.4195060729980469
1713749035.4321318,128000,-0.3811662793159485
1713749050.4129357,130560,-0.3548536002635956
1713749066.437196,133120,-0.15812277793884277
1713749081.7329078,135680,-0.05487411841750145
1713749097.1098108,138240,-0.06483045220375061
1713749112.6497838,140800,0.00908347126096487
1713749128.7290032,143360,-0.00406194431707263
1713749144.1021278,145920,0.024084629490971565
1713749159.3633873,148480,0.009091162122786045
1713749174.6638327,151040,0.09299439936876297
1713749190.6879466,153600,0.19361503422260284
1713749205.9281907,156160,0.30692389607429504
1713749221.2074902,158720,0.36993327736854553
1713749236.5306554,161280,0.36829647421836853
1713749252.6435544,163840,0.4995189607143402
1713749267.9234812,166400,0.5983104705810547
1713749284.5904598,168960,0.8279454112052917
1713749300.5056088,171520,1.009814739227295
1713749315.6637278,174080,1.0179632902145386
1713749330.931528,176640,1.0760632753372192
1713749346.0339959,179200,1.1203584671020508
1713749361.9785383,181760,1.1884562969207764
1713749377.2215247,184320,1.1875503063201904
1713749392.476167,186880,1.2665683031082153
1713749407.803557,189440,1.3165861368179321
1713749423.918845,192000,1.4103071689605713
1713749439.9014359,194560,1.5600663423538208
1713749455.7915206,197120,1.793932557106018
1713749471.6136823,199680,2.0263710021972656
1713749487.6886995,202240,2.130861282348633
1713749503.6816475,204800,2.3318638801574707
1713749519.0157006,207360,2.4737517833709717
1713749534.157521,209920,2.5727224349975586
1713749550.1556187,212480,2.84108829498291
1713749565.2951927,215040,2.971236228942871
1713749581.2070887,217600,3.1597046852111816
1713749596.4130971,220160,3.228060245513916
1713749611.7537496,222720,3.3655455112457275
1713749627.548666,225280,3.5543811321258545
1713749642.860902,227840,3.599177122116089
1713749658.103498,230400,3.6710991859436035
1713749673.4595726,232960,3.823655128479004
1713749689.5702965,235520,4.091183185577393
