Wall time,Step,Value
1713703239.6295376,2560,2046.0
1713703257.080384,5120,2046.0
1713703274.3223517,7680,2046.0
1713703294.122675,10240,2046.0
1713703311.6402545,12800,2046.0
1713703328.918436,15360,2046.0
1713703347.3202307,17920,2046.0
1713703365.7041364,20480,2046.0
1713703382.379381,23040,2046.0
1713703399.5922768,25600,2046.0
1713703416.1520655,28160,2046.0
1713703434.3157823,30720,2046.0
1713703451.6426368,33280,2046.0
1713703469.060401,35840,2046.0
1713703486.385427,38400,2046.0
1713703503.4844582,40960,2046.0
1713703518.777512,43520,2046.0
1713703534.2467058,46080,2046.0
1713703549.8828986,48640,2046.0
1713703566.086492,51200,2046.0
1713703581.3667676,53760,2046.0
1713703596.7230196,56320,2046.0
1713703612.4988725,58880,2046.0
1713703628.7137346,61440,2046.0
1713703643.9988027,64000,2046.0
1713703659.311774,66560,2046.0
1713703674.6474,69120,2046.0
1713703690.6858969,71680,2046.0
1713703705.9001958,74240,2046.0
1713703721.9997902,76800,2046.0
1713703737.3131523,79360,2046.0
1713703753.2997446,81920,2046.0
1713703768.4892733,84480,2046.0
1713703783.8458529,87040,2046.0
1713703799.301965,89600,2046.0
1713703815.4359636,92160,2046.0
1713703830.7355387,94720,2046.0
1713703845.8975933,97280,2046.0
1713703861.271936,99840,2046.0
1713703877.4993606,102400,2046.0
1713703892.8721583,104960,2046.0
1713703908.053309,107520,2046.0
1713703923.3738806,110080,2046.0
1713703939.3415127,112640,2046.0
1713703954.5260453,115200,2046.0
1713703969.739362,117760,2046.0
1713703985.1982074,120320,2046.0
1713704001.177786,122880,2046.0
1713704016.49557,125440,2046.0
1713704031.5958638,128000,2046.0
1713704046.9020247,130560,2046.0
1713704062.8695369,133120,2046.0
1713704078.0947628,135680,2046.0
1713704093.3069584,138240,2046.0
1713704108.619373,140800,2046.0
1713704124.5813262,143360,2046.0
1713704139.82777,145920,2046.0
1713704155.0935993,148480,2046.0
1713704170.4111145,151040,2046.0
1713704186.5954483,153600,2046.0
1713704201.8664343,156160,2046.0
1713704217.0321443,158720,2046.0
1713704232.5199192,161280,2046.0
1713704248.3983574,163840,2046.0
1713704263.7332554,166400,2046.0
1713704279.045688,168960,2046.0
1713704294.311307,171520,2046.0
1713704310.235529,174080,2046.0
1713704325.3294396,176640,2046.0
1713704340.5013578,179200,2046.0
1713704355.617926,181760,2046.0
1713704371.5371964,184320,2046.0
1713704386.9046595,186880,2046.0
1713704402.1638358,189440,2046.0
1713704418.0294847,192000,2032.4149169921875
1713704433.1680617,194560,2032.557861328125
1713704448.400804,197120,2032.6978759765625
1713704464.365107,199680,2032.9693603515625
1713704479.8974845,202240,2033.1009521484375
1713704495.2422318,204800,2033.22998046875
1713704510.5268998,207360,2033.22998046875
1713704526.6433716,209920,2033.22998046875
1713704541.901325,212480,2033.22998046875
1713704557.0575104,215040,2033.22998046875
